 0    5112.347030505 
 1    5060.392478546 
 2    3760.773297184 
 3    3462.961478763 
 4    3414.525471346 
 5    3405.310178345 
 6    3403.486351664 
 7    3403.122358416 
 8    3403.049590672 
 9    3315.593021345 
 10    3295.548976972 
 11    3285.425868007 
 12    3259.056951370 
 13    3252.038855559 
 14    3245.150888877 
 15    3243.444482346 
 16    3243.117103482 
 17    3236.169709188 
 18    3226.270710428 
 19    3222.010009202 
 20    3221.159204106 
 21    3220.989096588 
 22    3220.955077225 
 23    3220.948273439 
 24    3220.946912685 
 25    3220.946640534 
 26    3220.946586104 
 27    3220.869557858 
 28    3220.578054849 
 29    3220.519778967 
