 0    4440.566979223 
 1    4435.736170953 
 2    4362.809273933 
 3    4351.919044891 
 4    4349.742975876 
 5    4349.314505492 
 6    4322.211233311 
 7    4245.322950108 
 8    4232.327292506 
 9    4210.866800467 
 10    4190.843666906 
 11    4182.787901043 
 12    4181.232851420 
 13    4180.924091146 
 14    4180.862429120 
 15    4180.850100317 
 16    4180.847634700 
 17    4180.847141582 
 18    4180.847042959 
 19    4180.847023234 
 20    4180.177452625 
 21    4180.010679273 
 22    4179.977343700 
 23    4174.959384361 
 24    4172.942454184 
 25    4172.359009330 
 26    4170.877275107 
 27    4170.128760341 
 28    4169.578376646 
 29    4169.418804936 
